teamid;most_common_system;time_system;Use%;last_coach;mean_Use%;std_Use%;num_games_played;num_formations_played;stat_def;time_def;Use%_def;stat_med;time_med;Use%_med;stat_mp;time_mp;Use%_mp;stat_ata;time_ata;Use%_ata;Use%_ata_k1;Use%_ata_k2;Use%_ata_k3;Use%_def_k3;Use%_def_k4;Use%_def_k5;Use%_med_k2;Use%_med_k3;Use%_med_k4;Use%_med_k5;Use%_mp_k0;Use%_mp_k1;Use%_mp_k2;Use%_mp_k3;time_ata_k1;time_ata_k2;time_ata_k3;time_def_k3;time_def_k4;time_def_k5;time_med_k2;time_med_k3;time_med_k4;time_med_k5;time_mp_k0;time_mp_k1;time_mp_k2;time_mp_k3;time_def_k0;Use%_def_k0;time_med_k1;Use%_med_k1;Use%_mp_k4;time_mp_k4
3524;4-2-3-1;2070;60,53;Pascal Gastien;60,53;0,0;23;3;4;3420;100,0;2;2070;60,53;3;2070;60,53;1;2070;60,53;60,53;0,0;31,58;0,0;100,0;0,0;60,53;31,58;0,0;0,0;31,58;0,0;0,0;60,53;2070,0;0,0;1080,0;0,0;3420,0;0,0;2070,0;1080,0;0,0;0,0;1080,0;0,0;0,0;2070,0;0;0;270,0;7,89;7,89;270,0
1158;5-3-2;1080;31,58;Christophe Pélissier;31,58;0,0;12;7;5;1260;36,84;3;1800;52,63;0;2790;81,58;2;1080;31,58;15,79;31,58;21,05;18,42;44,74;36,84;0,0;52,63;15,79;15,79;81,58;2,63;0,0;0,0;540,0;1080,0;720,0;630,0;1530,0;1260,0;0,0;1800,0;540,0;540,0;2790,0;90,0;0,0;0,0;0;0;540,0;15,79;15,79;540,0
417;4-4-2;3240;94,74;Christophe Galtier;94,74;0,0;36;3;4;3240;94,74;4;3330;97,37;0;3420;100,0;2;3240;94,74;2,63;94,74;0,0;2,63;94,74;2,63;0,0;0,0;97,37;2,63;100,0;0,0;0,0;0,0;90,0;3240,0;0,0;90,0;3240,0;90,0;0,0;0,0;3330,0;90,0;3420,0;0,0;0,0;0,0;0;0;0,0;0,0;0,0;0,0
1082;4-4-2;2610;76,32;Jocelyn Gourvennec;76,32;0,0;29;2;4;3420;100,0;4;2610;76,32;0;2610;76,32;2;2610;76,32;23,68;76,32;0,0;0,0;100,0;0,0;23,68;0,0;76,32;0,0;76,32;0,0;0,0;23,68;810,0;2610,0;0,0;0,0;3420,0;0,0;810,0;0,0;2610,0;0,0;2610,0;0,0;0,0;810,0;0;0;0,0;0,0;0,0;0,0
244;4-3-3;1350;39,47;Jorge Sampaoli;39,47;0,0;15;9;4;2430;71,05;3;1530;44,74;0;2250;65,79;3;1350;39,47;10,53;7,89;39,47;28,95;71,05;0,0;7,89;44,74;36,84;2,63;65,79;7,89;10,53;7,89;360,0;270,0;1350,0;990,0;2430,0;0,0;270,0;1530,0;1260,0;90,0;2250,0;270,0;360,0;270,0;0;0;270,0;7,89;7,89;270,0
618;3-4-1-2;900;26,32;Pascal Dupraz;26,32;0,0;10;9;3;1620;47,37;4;2340;68,42;1;1170;34,21;2;900;26,32;13,16;26,32;13,16;47,37;42,11;10,53;13,16;18,42;68,42;0,0;44,74;34,21;7,89;13,16;450,0;900,0;450,0;1620,0;1440,0;360,0;450,0;630,0;2340,0;0,0;1530,0;1170,0;270,0;450,0;0;0;0,0;0,0;0,0;0,0
3911;4-4-2;1710;50,0;Michel Der Zakarian;50,0;0,0;19;7;4;3240;94,74;4;1890;55,26;0;2070;60,53;2;1710;50,0;31,58;50,0;7,89;5,26;94,74;0,0;31,58;7,89;55,26;2,63;60,53;5,26;0,0;31,58;1080,0;1710,0;270,0;180,0;3240,0;0,0;1080,0;270,0;1890,0;90,0;2070,0;180,0;0,0;1080,0;0;0;90,0;2,63;2,63;90,0
969;4-2-3-1;2520;73,68;Olivier Dall'Oglio;73,67999999999999;0,0;28;8;4;3060;89,47;2;2520;73,68;3;2520;73,68;1;2520;73,68;73,68;10,53;2,63;7,89;89,47;2,63;73,68;2,63;21,05;0,0;15,79;5,26;2,63;73,68;2520,0;360,0;90,0;270,0;3060,0;90,0;2520,0;90,0;720,0;0,0;540,0;180,0;90,0;2520,0;0;0;90,0;2,63;2,63;90,0
1420;3-5-2;1800;52,63;Gérald Baticle;52,63000000000001;0,0;20;5;3;2970;86,84;5;1800;52,63;0;2250;65,79;2;1800;52,63;2,63;52,63;2,63;86,84;2,63;10,53;2,63;10,53;34,21;52,63;65,79;31,58;0,0;2,63;90,0;1800,0;90,0;2970,0;90,0;360,0;90,0;360,0;1170,0;1800,0;2250,0;1080,0;0,0;90,0;0;0;0,0;0,0;0,0;0,0
583;4-3-3;2070;60,53;Mauricio Pochettino;60,53;0,0;23;7;4;3150;92,11;3;2340;68,42;0;2520;73,68;3;2070;60,53;15,79;7,89;60,53;7,89;92,11;0,0;15,79;68,42;10,53;2,63;73,68;7,89;0,0;15,79;540,0;270,0;2070,0;270,0;3150,0;0,0;540,0;2340,0;360,0;90,0;2520,0;270,0;0,0;540,0;0;0;90,0;2,63;2,63;90,0
667;5-3-2;2070;60,53;Julien Stéphan;60,53;0,0;23;4;5;2070;60,53;3;2070;60,53;0;3330;97,37;2;2070;60,53;0,0;60,53;0,0;36,84;2,63;60,53;0,0;60,53;5,26;34,21;97,37;2,63;0,0;0,0;0,0;2070,0;0,0;1260,0;90,0;2070,0;0,0;2070,0;180,0;1170,0;3330,0;90,0;0,0;0,0;0;0;0,0;0,0;0,0;0,0
1041;4-2-3-1;1980;57,89;Peter Bosz;57,88999999999999;0,0;22;6;4;2790;81,58;2;1980;57,89;3;1980;57,89;1;1980;57,89;57,89;2,63;15,79;18,42;81,58;0,0;57,89;15,79;18,42;0,0;18,42;2,63;13,16;57,89;1980,0;90,0;540,0;630,0;2790,0;0,0;1980,0;540,0;630,0;0,0;630,0;90,0;450,0;1980,0;0;0;270,0;7,89;7,89;270,0
40;4-2-3-1;720;21,05;David Guion;21,05;0,0;8;9;4;1530;44,74;2;720;21,05;3;720;21,05;1;720;21,05;21,05;15,79;7,89;28,95;44,74;26,32;21,05;23,68;47,37;7,89;52,63;18,42;7,89;21,05;720,0;540,0;270,0;990,0;1530,0;900,0;720,0;810,0;1620,0;270,0;1800,0;630,0;270,0;720,0;0;0;0,0;0,0;0,0;0,0
162;4-4-2;1530;44,74;Philippe Clement;44,74;0,0;17;6;4;3060;89,47;4;1980;57,89;0;1980;57,89;2;1530;44,74;28,95;44,74;10,53;10,53;89,47;0,0;28,95;2,63;57,89;0,0;57,89;2,63;0,0;28,95;990,0;1530,0;360,0;360,0;3060,0;0,0;990,0;90,0;1980,0;0,0;1980,0;90,0;0,0;990,0;0;0;360,0;10,53;10,53;360,0
826;3-4-1-2;1710;50,0;Franck Haise;50,0;0,0;19;6;3;3060;89,47;4;2880;84,21;1;1710;50,0;2;1710;50,0;10,53;50,0;15,79;89,47;2,63;7,89;0,0;2,63;84,21;13,16;39,47;50,0;10,53;0,0;360,0;1710,0;540,0;3060,0;90,0;270,0;0,0;90,0;2880,0;450,0;1350,0;1710,0;360,0;0,0;0;0;0,0;0,0;0,0;0,0
995;4-2-3-1;1080;31,58;Antoine Kombouaré;31,58;0,0;12;11;4;1890;55,26;2;1080;31,58;3;1080;31,58;1;1080;31,58;31,58;10,53;10,53;23,68;55,26;21,05;31,58;21,05;34,21;7,89;50,0;10,53;2,63;31,58;1080,0;360,0;360,0;810,0;1890,0;720,0;1080,0;720,0;1170,0;270,0;1710,0;360,0;90,0;1080,0;0;0;180,0;5,26;5,26;180,0
873;4-3-3;1350;39,47;Patrick Vieira;39,47;0,0;15;5;4;3240;94,74;3;1350;39,47;0;1530;44,74;3;1350;39,47;31,58;5,26;39,47;5,26;94,74;0,0;18,42;39,47;10,53;0,0;44,74;0,0;5,26;18,42;1080,0;180,0;1350,0;180,0;3240,0;0,0;630,0;1350,0;360,0;0,0;1530,0;0,0;180,0;630,0;0;0;1080,0;31,58;31,58;1080,0
29;4-2-3-1;990;28,95;Frank Lampard;28,95;0,0;11;7;4;2430;71,05;2;990;28,95;3;990;28,95;1;990;28,95;28,95;23,68;21,05;23,68;71,05;5,26;28,95;13,16;50,0;2,63;65,79;0,0;0,0;28,95;990,0;810,0;720,0;810,0;2430,0;180,0;990,0;450,0;1710,0;90,0;2250,0;0,0;0,0;990,0;0;0;180,0;5,26;5,26;180,0
543;5-4-1;1980;57,89;Bruno Lage;57,88999999999999;0,0;22;4;5;1980;57,89;4;2520;73,68;0;3240;94,74;1;1980;57,89;57,89;26,32;10,53;42,11;0,0;57,89;0,0;0,0;73,68;26,32;94,74;0,0;5,26;0,0;1980,0;900,0;360,0;1440,0;0,0;1980,0;0,0;0,0;2520,0;900,0;3240,0;0,0;180,0;0,0;0;0;0,0;0,0;0,0;0,0
1237;3-5-2;900;26,32;Graham Potter;26,32;0,0;10;10;3;1800;52,63;5;900;26,32;0;1530;44,74;2;900;26,32;18,42;26,32;5,26;52,63;44,74;2,63;15,79;7,89;36,84;26,32;44,74;5,26;21,05;15,79;630,0;900,0;180,0;1800,0;1530,0;90,0;540,0;270,0;1260,0;900,0;1530,0;180,0;720,0;540,0;0;0;450,0;13,16;13,16;450,0
985;4-2-3-1;2430;71,05;Ralf Rangnick;71,05;0,0;27;6;4;3150;92,11;2;2430;71,05;3;2430;71,05;1;2430;71,05;71,05;13,16;5,26;5,26;92,11;2,63;71,05;10,53;13,16;5,26;26,32;2,63;0,0;71,05;2430,0;450,0;180,0;180,0;3150,0;90,0;2430,0;360,0;450,0;180,0;900,0;90,0;0,0;2430,0;0;0;0,0;0,0;0,0;0,0
180;4-4-2;2610;76,32;Ralph Hasenhüttl;76,32;0,0;29;8;4;2790;81,58;4;2880;84,21;0;3060;89,47;2;2610;76,32;2,63;76,32;2,63;15,79;81,58;2,63;0,0;2,63;84,21;7,89;89,47;2,63;2,63;0,0;90,0;2610,0;90,0;540,0;2790,0;90,0;0,0;90,0;2880,0;270,0;3060,0;90,0;90,0;0,0;0;0;180,0;5,26;5,26;180,0
379;4-2-3-1;2610;76,32;David Moyes;76,32;0,0;29;7;4;3060;89,47;2;2610;76,32;3;2610;76,32;1;2610;76,32;76,32;2,63;5,26;10,53;89,47;0,0;76,32;7,89;15,79;0,0;7,89;7,89;7,89;76,32;2610,0;90,0;180,0;360,0;3060,0;0,0;2610,0;270,0;540,0;0,0;270,0;270,0;270,0;2610,0;0;0;0,0;0,0;0,0;0,0
405;4-3-1-2;990;28,95;Steven Gerrard;28,95;0,0;11;7;4;2880;84,21;3;2520;73,68;1;990;28,95;2;990;28,95;18,42;28,95;23,68;13,16;84,21;2,63;5,26;73,68;0,0;13,16;39,47;28,95;18,42;5,26;630,0;990,0;810,0;450,0;2880,0;90,0;180,0;2520,0;0,0;450,0;1350,0;990,0;630,0;180,0;0;0;270,0;7,89;7,89;270,0
281;4-3-3;2970;86,84;Pep Guardiola;86,84;0,0;33;3;4;3420;100,0;3;2970;86,84;0;2970;86,84;3;2970;86,84;7,89;0,0;86,84;0,0;100,0;0,0;5,26;86,84;0,0;0,0;86,84;0,0;0,0;5,26;270,0;0,0;2970,0;0,0;3420,0;0,0;180,0;2970,0;0,0;0,0;2970,0;0,0;0,0;180,0;0;0;270,0;7,89;7,89;270,0
399;4-2-3-1;1620;47,37;Jesse Marsch;47,37;0,0;18;6;4;2790;81,58;2;1620;47,37;3;1710;50,0;1;1620;47,37;47,37;5,26;5,26;2,63;81,58;15,79;47,37;7,89;21,05;0,0;26,32;0,0;0,0;50,0;1620,0;180,0;180,0;90,0;2790,0;540,0;1620,0;270,0;720,0;0,0;900,0;0,0;0,0;1710,0;0;0;810,0;23,68;23,68;810,0
1003;4-2-3-1;1170;34,21;Brendan Rodgers;34,21;0,0;13;11;4;2700;78,95;2;1170;34,21;3;1170;34,21;1;1170;34,21;34,21;7,89;5,26;18,42;78,95;2,63;34,21;10,53;13,16;7,89;21,05;7,89;2,63;34,21;1170,0;270,0;180,0;630,0;2700,0;90,0;1170,0;360,0;450,0;270,0;720,0;270,0;90,0;1170,0;0;0;1170,0;34,21;34,21;1170,0
1010;4-3-3;1980;57,89;Roy Hodgson;57,88999999999999;0,0;22;5;4;3330;97,37;3;1980;57,89;0;2430;71,05;3;1980;57,89;15,79;10,53;57,89;0,0;97,37;2,63;15,79;57,89;13,16;0,0;71,05;0,0;0,0;15,79;540,0;360,0;1980,0;0,0;3330,0;90,0;540,0;1980,0;450,0;0,0;2430,0;0,0;0,0;540,0;0;0;450,0;13,16;13,16;450,0
31;4-3-3;3330;97,37;Jürgen Klopp;97,37;0,0;37;2;4;3420;100,0;3;3330;97,37;0;3330;97,37;3;3330;97,37;2,63;0,0;97,37;0,0;100,0;0,0;0,0;97,37;0,0;0,0;97,37;0,0;0,0;0,0;90,0;0,0;3330,0;0,0;3420,0;0,0;0,0;3330,0;0,0;0,0;3330,0;0,0;0,0;0,0;0;0;90,0;2,63;2,63;90,0
11;4-2-3-1;2070;60,53;Mikel Arteta;60,53;0,0;23;5;4;3330;97,37;2;2070;60,53;3;2070;60,53;1;2070;60,53;60,53;10,53;15,79;0,0;97,37;2,63;60,53;15,79;13,16;0,0;28,95;0,0;0,0;60,53;2070,0;360,0;540,0;0,0;3330,0;90,0;2070,0;540,0;450,0;0,0;990,0;0,0;0,0;2070,0;0;0;360,0;10,53;10,53;360,0
762;4-3-3;1530;44,74;Eddie Howe;44,74;0,0;17;8;4;2520;73,68;3;1620;47,37;0;2790;81,58;3;1530;44,74;13,16;10,53;44,74;15,79;73,68;10,53;5,26;47,37;23,68;10,53;81,58;0,0;0,0;5,26;450,0;360,0;1530,0;540,0;2520,0;360,0;180,0;1620,0;810,0;360,0;2790,0;0,0;0,0;180,0;0;0;450,0;13,16;13,16;450,0
148;3-4-3;1710;50,0;Antonio Conte;50,0;0,0;19;9;3;2250;65,79;4;2340;68,42;0;2520;73,68;3;1710;50,0;10,53;5,26;50,0;65,79;28,95;5,26;10,53;15,79;68,42;5,26;73,68;2,63;13,16;10,53;360,0;180,0;1710,0;2250,0;990,0;180,0;360,0;540,0;2340,0;180,0;2520,0;90,0;450,0;360,0;0;0;0,0;0,0;0,0;0,0
1132;4-4-2;2970;86,84;Mike Jackson;86,84;0,0;33;4;4;3240;94,74;4;3060;89,47;0;3150;92,11;2;2970;86,84;7,89;86,84;0,0;0,0;94,74;5,26;7,89;2,63;89,47;0,0;92,11;0,0;0,0;7,89;270,0;2970,0;0,0;0,0;3240,0;180,0;270,0;90,0;3060,0;0,0;3150,0;0,0;0,0;270,0;0;0;0,0;0,0;0,0;0,0
1148;3-5-2;2070;60,53;Thomas Frank;60,53;0,0;23;8;3;2430;71,05;5;2070;60,53;0;2880;84,21;2;2070;60,53;5,26;60,53;13,16;71,05;23,68;5,26;2,63;18,42;13,16;60,53;84,21;7,89;0,0;2,63;180,0;2070,0;450,0;2430,0;810,0;180,0;90,0;630,0;450,0;2070,0;2880,0;270,0;0,0;90,0;0;0;180,0;5,26;5,26;180,0
631;3-4-2-1;1800;52,63;Thomas Tuchel;52,63000000000001;0,0;20;8;3;2880;84,21;4;2610;76,32;2;1800;52,63;1;1800;52,63;52,63;15,79;5,26;84,21;13,16;2,63;2,63;5,26;76,32;10,53;23,68;15,79;52,63;2,63;1800,0;540,0;180,0;2880,0;450,0;90,0;90,0;180,0;2610,0;360,0;810,0;540,0;1800,0;90,0;0;0;180,0;5,26;5,26;180,0
1123;4-3-3;810;23,68;Dean Smith;23,68;0,0;9;9;4;2610;76,32;3;990;28,95;0;1890;55,26;3;810;23,68;21,05;15,79;23,68;18,42;76,32;5,26;21,05;28,95;15,79;15,79;55,26;5,26;0,0;21,05;720,0;540,0;810,0;630,0;2610,0;180,0;720,0;990,0;540,0;540,0;1890,0;180,0;0,0;720,0;0;0;630,0;18,42;18,42;630,0
11127;3-4-3;1800;66,67;Igor Shalimov;66,67;0,0;20;4;3;1890;70,0;4;1800;66,67;0;1890;70,0;3;1800;66,67;26,67;3,33;66,67;70,0;30,0;0,0;26,67;0,0;66,67;3,33;70,0;0,0;0,0;26,67;720,0;90,0;1800,0;1890,0;810,0;0,0;720,0;0,0;1800,0;90,0;1890,0;0,0;0,0;720,0;0;0;90,0;3,33;3,33;90,0
16704;4-2-3-1;1800;66,67;Aleksandr Storozhuk;66,67;0,0;20;2;4;2700;100,0;2;1800;66,67;3;1800;66,67;1;1800;66,67;66,67;0,0;33,33;0,0;100,0;0,0;66,67;33,33;0,0;0,0;33,33;0,0;0,0;66,67;1800,0;0,0;900,0;0,0;2700,0;0,0;1800,0;900,0;0,0;0,0;900,0;0,0;0,0;1800,0;0;0;0,0;0,0;0,0;0,0
1083;4-3-3;1620;60,0;Valeriy Karpin;60,0;0,0;18;4;4;2160;80,0;3;1620;60,0;0;2160;80,0;3;1620;60,0;20,0;16,67;60,0;16,67;80,0;3,33;0,0;60,0;3,33;16,67;80,0;0,0;0,0;0,0;540,0;450,0;1620,0;450,0;2160,0;90,0;0,0;1620,0;90,0;450,0;2160,0;0,0;0,0;0,0;0;0;540,0;20,0;20,0;540,0
3729;4-1-4-1;1800;66,67;Miodrag Bozovic;66,67;0,0;20;6;4;2430;90,0;1;1800;66,67;4;1800;66,67;1;1800;66,67;66,67;6,67;10,0;10,0;90,0;0,0;6,67;10,0;16,67;0,0;23,33;0,0;3,33;6,67;1800,0;180,0;270,0;270,0;2430,0;0,0;180,0;270,0;450,0;0,0;630,0;0,0;90,0;180,0;0;0;1800,0;66,67;66,67;1800,0
3719;3-5-2;1350;50,0;Sergey Yuran;50,0;0,0;15;3;3;2430;90,0;5;1350;50,0;0;2700;100,0;2;1350;50,0;0,0;50,0;40,0;90,0;10,0;0,0;0,0;10,0;40,0;50,0;100,0;0,0;0,0;0,0;0,0;1350,0;1080,0;2430,0;270,0;0,0;0,0;270,0;1080,0;1350,0;2700,0;0,0;0,0;0,0;0;0;0,0;0,0;0,0;0,0
2696;4-4-2;2700;100,0;Igor Osinjkin;100,0;0,0;30;1;4;2700;100,0;4;2700;100,0;0;2700;100,0;2;2700;100,0;0,0;100,0;0,0;0,0;100,0;0,0;0,0;0,0;100,0;0,0;100,0;0,0;0,0;0,0;0,0;2700,0;0,0;0,0;2700,0;0,0;0,0;0,0;2700,0;0,0;2700,0;0,0;0,0;0,0;0;0;0,0;0,0;0,0;0,0
2410;4-2-3-1;900;33,33;Aleksey Berezutski;33,33;0,0;10;8;4;1530;56,67;2;900;33,33;3;990;36,67;1;900;33,33;33,33;13,33;23,33;43,33;56,67;0,0;33,33;6,67;43,33;10,0;50,0;0,0;6,67;36,67;900,0;360,0;630,0;1170,0;1530,0;0,0;900,0;180,0;1170,0;270,0;1350,0;0,0;180,0;990,0;0;0;180,0;6,67;6,67;180,0
41231;3-4-2-1;2430;90,0;Vladimir Fedotov;90,0;0,0;27;2;3;2700;100,0;4;2700;100,0;2;2430;90,0;1;2430;90,0;90,0;0,0;10,0;100,0;0,0;0,0;0,0;0,0;100,0;0,0;10,0;0,0;90,0;0,0;2430,0;0,0;270,0;2700,0;0,0;0,0;0,0;0,0;2700,0;0,0;270,0;0,0;2430,0;0,0;0;0;0,0;0,0;0,0;0,0
2698;4-3-3;990;36,67;Leonid Slutski;36,67;0,0;11;4;4;2700;100,0;3;990;36,67;0;1080;40,0;3;990;36,67;30,0;3,33;36,67;0,0;100,0;0,0;30,0;36,67;3,33;0,0;40,0;0,0;0,0;30,0;810,0;90,0;990,0;0,0;2700,0;0,0;810,0;990,0;90,0;0,0;1080,0;0,0;0,0;810,0;0;0;810,0;30,0;30,0;810,0
232;3-4-1-2;540;20,0;Paolo Vanoli;20,0;0,0;6;7;3;1710;63,33;4;2070;76,67;1;630;23,33;2;540;20,0;20,0;20,0;16,67;63,33;36,67;0,0;16,67;0,0;76,67;6,67;40,0;23,33;20,0;16,67;540,0;540,0;450,0;1710,0;990,0;0,0;450,0;0,0;2070,0;180,0;1080,0;630,0;540,0;450,0;0;0;0,0;0,0;0,0;0,0
121;4-1-4-1;2070;76,67;Sandro Schwarz;76,67;0,0;23;2;4;2700;100,0;1;2070;76,67;4;2070;76,67;1;2070;76,67;76,67;0,0;23,33;0,0;100,0;0,0;0,0;23,33;0,0;0,0;23,33;0,0;0,0;0,0;2070,0;0,0;630,0;0,0;2700,0;0,0;0,0;630,0;0,0;0,0;630,0;0,0;0,0;0,0;0;0;2070,0;76,67;76,67;2070,0
932;4-2-3-1;1170;43,33;Zaur Khapov;43,33;0,0;13;5;4;2700;100,0;2;1170;43,33;3;1170;43,33;1;1170;43,33;43,33;23,33;26,67;0,0;100,0;0,0;43,33;30,0;23,33;0,0;50,0;3,33;0,0;43,33;1170,0;630,0;720,0;0,0;2700,0;0,0;1170,0;810,0;630,0;0,0;1350,0;90,0;0,0;1170,0;0;0;90,0;3,33;3,33;90,0
28095;3-5-2;2070;76,67;Aleksey Stukalov;76,67;0,0;23;3;3;2610;96,67;5;2070;76,67;0;2160;80,0;2;2070;76,67;20,0;76,67;3,33;96,67;3,33;0,0;0,0;3,33;20,0;76,67;80,0;0,0;20,0;0,0;540,0;2070,0;90,0;2610,0;90,0;0,0;0,0;90,0;540,0;2070,0;2160,0;0,0;540,0;0,0;0;0;0,0;0,0;0,0;0,0
49702;3-4-2-1;1620;60,0;Aleksandr Kerzhakov;60,0;0,0;18;8;3;2160;80,0;4;2250;83,33;2;1620;60,0;1;1620;60,0;60,0;6,67;10,0;80,0;6,67;13,33;0,0;10,0;83,33;3,33;26,67;10,0;60,0;0,0;1620,0;180,0;270,0;2160,0;180,0;360,0;0,0;270,0;2250,0;90,0;720,0;270,0;1620,0;0,0;0;0;90,0;3,33;3,33;90,0
3725;4-2-3-1;1800;66,67;Andrey Talalaev;66,67;0,0;20;6;4;1980;73,33;2;1800;66,67;3;1800;66,67;1;1800;66,67;66,67;3,33;16,67;20,0;73,33;6,67;66,67;0,0;26,67;3,33;30,0;0,0;0,0;66,67;1800,0;90,0;450,0;540,0;1980,0;180,0;1800,0;0,0;720,0;90,0;810,0;0,0;0,0;1800,0;0;0;90,0;3,33;3,33;90,0
964;3-4-3;810;30,0;Sergey Semak;30,0;0,0;9;7;3;1260;46,67;4;1980;73,33;0;1890;70,0;3;810;30,0;13,33;26,67;30,0;46,67;53,33;0,0;6,67;13,33;73,33;0,0;70,0;3,33;13,33;13,33;360,0;720,0;810,0;1260,0;1440,0;0,0;180,0;360,0;1980,0;0,0;1890,0;90,0;360,0;360,0;0;0;180,0;6,67;0,0;0,0
58;4-4-2;2790;91,18;Vincent Kompany;91,18;0,0;31;3;4;2970;97,06;4;2880;94,12;0;2880;94,12;2;2790;91,18;5,88;91,18;0,0;0,0;97,06;2,94;5,88;0,0;94,12;0,0;94,12;0,0;0,0;5,88;180,0;2790,0;0,0;0,0;2970,0;90,0;180,0;0,0;2880,0;0,0;2880,0;0,0;0,0;180,0;0;0;0,0;0,0;0,0;0,0
1096;4-2-3-1;1260;41,18;Brian Priske;41,18;0,0;14;5;4;3060;100,0;2;1260;41,18;3;1260;41,18;1;1260;41,18;41,18;17,65;20,59;0,0;100,0;0,0;41,18;41,18;17,65;0,0;38,24;14,71;5,88;41,18;1260,0;540,0;630,0;0,0;3060,0;0,0;1260,0;1260,0;540,0;0,0;1170,0;450,0;180,0;1260,0;0;0;0,0;0,0;0,0;0,0
2727;3-4-2-1;2340;76,47;Marc Brys;76,47;0,0;26;5;3;2790;91,18;4;2880;94,12;2;2340;76,47;1;2340;76,47;76,47;5,88;8,82;91,18;2,94;2,94;2,94;0,0;94,12;0,0;11,76;5,88;76,47;2,94;2340,0;180,0;270,0;2790,0;90,0;90,0;90,0;0,0;2880,0;0,0;360,0;180,0;2340,0;90,0;0;0;0,0;0,0;0,0;0,0
1184;4-3-3;1710;55,88;Bernd Storck;55,88;0,0;19;4;4;2880;94,12;3;1800;58,82;0;1890;61,76;3;1710;55,88;38,24;2,94;55,88;2,94;94,12;2,94;38,24;58,82;0,0;2,94;61,76;0,0;0,0;38,24;1170,0;90,0;1710,0;90,0;2880,0;90,0;1170,0;1800,0;0,0;90,0;1890,0;0,0;0,0;1170,0;0;0;0,0;0,0;0,0;0,0
475;5-3-2;1980;64,71;Bernd Hollerbach;64,71;0,0;22;5;5;2340;76,47;3;1980;64,71;0;2610;85,29;2;1980;64,71;11,76;64,71;0,0;23,53;0,0;76,47;0,0;64,71;26,47;8,82;85,29;8,82;5,88;0,0;360,0;1980,0;0,0;720,0;0,0;2340,0;0,0;1980,0;810,0;270,0;2610,0;270,0;180,0;0,0;0;0;0,0;0,0;0,0;0,0
3948;3-5-2;2340;76,47;Felice Mazzù;76,47;0,0;26;3;3;2430;79,41;5;2340;76,47;0;2970;97,06;2;2340;76,47;0,0;76,47;0,0;79,41;0,0;20,59;0,0;20,59;2,94;76,47;97,06;2,94;0,0;0,0;0,0;2340,0;0,0;2430,0;0,0;630,0;0,0;630,0;90,0;2340,0;2970,0;90,0;0,0;0,0;0;0;0,0;0,0;0,0;0,0
2715;3-4-3;1530;50,0;Jean-Louis Garcia;50,0;0,0;17;8;3;1980;64,71;4;2790;91,18;0;2610;85,29;3;1530;50,0;11,76;17,65;50,0;64,71;23,53;11,76;2,94;2,94;91,18;2,94;85,29;8,82;2,94;2,94;360,0;540,0;1530,0;1980,0;720,0;360,0;90,0;90,0;2790,0;90,0;2610,0;270,0;90,0;90,0;0;0;0,0;0,0;0,0;0,0
3508;4-2-3-1;720;23,53;Timmy Simons;23,53;0,0;8;9;4;1620;52,94;2;720;23,53;3;720;23,53;1;720;23,53;23,53;11,76;14,71;32,35;52,94;14,71;23,53;17,65;38,24;20,59;70,59;5,88;0,0;23,53;720,0;360,0;450,0;990,0;1620,0;450,0;720,0;540,0;1170,0;630,0;2160,0;180,0;0,0;720,0;0;0;0,0;0,0;0,0;0,0
354;4-2-3-1;2430;79,41;Wouter Vrancken;79,40999999999998;0,0;27;4;4;2970;97,06;2;2430;79,41;3;2430;79,41;1;2430;79,41;79,41;11,76;2,94;0,0;97,06;0,0;79,41;2,94;11,76;2,94;17,65;0,0;0,0;79,41;2430,0;360,0;90,0;0,0;2970,0;0,0;2430,0;90,0;360,0;90,0;540,0;0,0;0,0;2430,0;0;0;0,0;0,0;0,0;0,0
172;3-4-3;810;26,47;Edward Still;26,47;0,0;9;6;3;2790;91,18;4;2160;70,59;0;1890;61,76;3;810;26,47;23,53;26,47;26,47;91,18;0,0;8,82;0,0;2,94;70,59;26,47;61,76;14,71;23,53;0,0;720,0;810,0;810,0;2790,0;0,0;270,0;0,0;90,0;2160,0;810,0;1890,0;450,0;720,0;0,0;0;0;0,0;0,0;0,0;0,0
601;4-2-3-1;990;32,35;Karim Belhocine;32,35;0,0;11;6;4;2970;97,06;2;990;32,35;3;990;32,35;1;990;32,35;32,35;26,47;20,59;0,0;97,06;2,94;32,35;23,53;29,41;14,71;64,71;2,94;0,0;32,35;990,0;810,0;630,0;0,0;2970,0;90,0;990,0;720,0;900,0;450,0;1980,0;90,0;0,0;990,0;0;0;0,0;0,0;0,0;0,0
1245;5-3-2;1530;50,0;Michael Valkanis;50,0;0,0;17;9;5;1620;52,94;3;1620;52,94;0;2700;88,24;2;1530;50,0;5,88;50,0;2,94;29,41;17,65;52,94;5,88;52,94;17,65;23,53;88,24;5,88;0,0;5,88;180,0;1530,0;90,0;900,0;540,0;1620,0;180,0;1620,0;540,0;720,0;2700,0;180,0;0,0;180,0;0;0;0,0;0,0;0,0;0,0
